#ASV	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis
ASV_2	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	no_hit
ASV_4	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	no_hit
ASV_5	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	no_hit
ASV_6	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	no_hit
ASV_7	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Calanidae	no_hit	no_hit
ASV_8	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_9	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	no_hit	no_hit
ASV_10	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_11	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Acantharian sp. 6201
ASV_12	Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	Oikopleura	Oikopleura dioica
ASV_13	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_14	Eukaryota	no_hit	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	no_hit
ASV_15	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	no_hit	no_hit	no_hit
ASV_16	Eukaryota	no_hit	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	no_hit
ASV_17	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	no_hit
ASV_18	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_19	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_20	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Akashiwo	Akashiwo sanguinea
ASV_21	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros tenuissimus
ASV_22	Eukaryota	no_hit	Haptophyta	unknown	Phaeocystales	Phaeocystaceae	Phaeocystis	no_hit
ASV_23	Eukaryota	no_hit	Imbricatea	unknown	Thaumatomonadida	Thaumatomastigidae	Protaspis	no_hit
ASV_24	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_25	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	no_hit
ASV_26	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_27	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium rubrum
ASV_28	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH147-EKD16
ASV_29	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	no_hit	no_hit	no_hit
ASV_30	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_31	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 21sb RG-2016
ASV_32	Eukaryota	Metazoa	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	no_hit	no_hit
ASV_33	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	no_hit	no_hit	no_hit	no_hit
ASV_34	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_35	Eukaryota	Metazoa	Chordata	Mammalia	no_hit	no_hit	no_hit	no_hit
ASV_36	Eukaryota	no_hit	Ciliophora	Prostomatea	Prorodontida	Plagiocampidae	Plagiocampa	no_hit
ASV_37	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_38	Eukaryota	Metazoa	Arthropoda	Insecta	Psocoptera	Liposcelididae	no_hit	no_hit
ASV_39	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Metridinidae	no_hit	no_hit
ASV_40	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_41	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_42	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Stramenopiles sp. MAST-1D-sp2
ASV_43	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	no_hit	no_hit	no_hit
ASV_44	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	no_hit	no_hit
ASV_45	Eukaryota	no_hit	unknown	Polycystinea	Nassellaria	Plagiacanthidae	Lithomelissa	Lithomelissa setosa
ASV_46	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Stramenopiles sp. MAST-1C-sp1
ASV_47	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	no_hit
ASV_48	Eukaryota	no_hit	unknown	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum triestinum
ASV_49	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium rubrum
ASV_50	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros brevis
ASV_51	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	no_hit
ASV_52	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_53	Eukaryota	no_hit	Imbricatea	unknown	Thaumatomonadida	Thaumatomastigidae	Protaspis	no_hit
ASV_54	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	no_hit
ASV_55	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	no_hit
ASV_56	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona similis
ASV_57	Eukaryota	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Phacellophora	Phacellophora camtschatica
ASV_58	Eukaryota	no_hit	unknown	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	no_hit
ASV_59	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_60	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	no_hit	no_hit	no_hit	no_hit
ASV_61	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Warnowiaceae	Erythropsidinium	no_hit
ASV_62	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Warnowiaceae	Erythropsidinium	no_hit
ASV_63	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_64	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	no_hit
ASV_65	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona decipiens
ASV_66	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Dothideales	no_hit	no_hit	no_hit
ASV_67	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	Apolemiidae	Apolemia	no_hit
ASV_68	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	Oithona pulla
ASV_69	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	no_hit
ASV_70	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	no_hit
ASV_71	Eukaryota	no_hit	Haptophyta	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_72	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_73	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Ellobiopsidae	Thalassomyces	no_hit
ASV_74	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_75	Eukaryota	Metazoa	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	Conchoecia	Conchoecia sp. SN008
ASV_76	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_77	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	Diphyidae	no_hit	no_hit
ASV_78	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	no_hit
ASV_79	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_80	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_81	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	no_hit
ASV_82	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH147-EKD18
ASV_83	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH147-EKD6
ASV_84	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH147-EKD6
ASV_85	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium conicum
ASV_86	Eukaryota	no_hit	unknown	Dinophyceae	Coccidiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium sp. Atlantic
ASV_87	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	no_hit
ASV_88	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_89	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira concaviuscula
ASV_90	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Stephanodiscales	Stephanodiscaceae	Cyclotella	no_hit
ASV_91	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_92	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	no_hit	no_hit	no_hit
ASV_93	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_94	Eukaryota	no_hit	unknown	Cryptophyceae	no_hit	no_hit	no_hit	no_hit
ASV_95	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Stramenopiles sp. MAST-1C-sp1
ASV_96	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	Oncaea	no_hit
ASV_97	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_98	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_99	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_100	Eukaryota	no_hit	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Adenoides	Adenoides eludens
ASV_101	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_102	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_103	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Terebellidae	Lysilla	Lysilla sp. THS-2012
ASV_104	Eukaryota	no_hit	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Spiniferites	Spiniferites ramosus
ASV_105	Eukaryota	no_hit	unknown	Dinophyceae	unknown	unknown	unknown	Dinophyceae sp. UDMS0803
ASV_106	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Peridiniopsidaceae	Palatinus	Palatinus apiculatus
ASV_107	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_108	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Islandinium	Islandinium tricingulatum
ASV_109	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_110	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_111	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Duboscquellidae	Duboscquella	no_hit
ASV_112	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_113	Eukaryota	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Dicellomyces	no_hit
ASV_114	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Amphidiniopsidaceae	Archaeperidinium	no_hit
ASV_115	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Kareniaceae	Takayama	Takayama cf. pulchellum
ASV_116	Eukaryota	no_hit	unknown	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Teleaulax	Teleaulax amphioxeia
ASV_117	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Haslea	no_hit
ASV_118	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	no_hit	no_hit	no_hit	no_hit
ASV_119	Eukaryota	no_hit	Oomycota	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_120	Eukaryota	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	no_hit
ASV_121	Eukaryota	no_hit	unknown	Dinophyceae	Suessiales	unknown	Dactylodinium	Dactylodinium arachnoides
ASV_122	Eukaryota	no_hit	unknown	Choanoflagellata	Acanthoecida	Stephanoecidae	Calliacantha	Calliacantha natans
ASV_123	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia seriata
ASV_124	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_125	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_126	Eukaryota	no_hit	unknown	Acantharea	Chaunacanthida	no_hit	no_hit	no_hit
ASV_127	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Poecilostomatoida	Corycaeidae	no_hit	no_hit
ASV_128	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Rhizosolenia	Rhizosolenia setigera
ASV_129	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	no_hit
ASV_130	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Stramenopiles sp. MAST-1C-sp1
ASV_131	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_132	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Metridinidae	Metridia	no_hit
ASV_133	Eukaryota	no_hit	unknown	Choanoflagellata	no_hit	no_hit	no_hit	no_hit
ASV_134	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH144-EKD3
ASV_135	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_136	Eukaryota	no_hit	unknown	Dinophyceae	Coccidiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium sp. Atlantic
ASV_137	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_138	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_139	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Stramenopiles sp. MAST-4E-sp1
ASV_140	Eukaryota	no_hit	unknown	Dinophyceae	Dinophysiales	Dinophysiaceae	Phalacroma	Phalacroma oxytoxoides
ASV_141	Eukaryota	no_hit	Ciliophora	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_142	Eukaryota	no_hit	unknown	Dinophyceae	unknown	unknown	Theleodinium	Theleodinium calcisporum
ASV_143	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_144	Eukaryota	no_hit	Imbricatea	unknown	Thaumatomonadida	no_hit	no_hit	no_hit
ASV_145	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_146	Eukaryota	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	Strombidium caudispina
ASV_147	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_148	Eukaryota	no_hit	unknown	Bigyra	Nanomonadea	unknown	Solenicola	no_hit
ASV_149	Eukaryota	no_hit	Haptophyta	unknown	Prymnesiales	no_hit	no_hit	no_hit
ASV_150	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris
ASV_151	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	Paracalanus parvus
ASV_152	Eukaryota	no_hit	Oomycota	unknown	Lagenidiales	Haliphthoraceae	Haliphthoros	Haliphthoros sp. NJM 0034
ASV_153	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	no_hit	no_hit
ASV_154	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_155	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	no_hit
ASV_156	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium leonis
ASV_157	Eukaryota	no_hit	Ciliophora	Spirotrichea	no_hit	no_hit	no_hit	no_hit
ASV_158	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH144-EKD3
ASV_159	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	no_hit
ASV_160	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_161	Eukaryota	no_hit	unknown	Bigyra	Nanomonadea	unknown	Incisomonas	Incisomonas marina
ASV_162	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_163	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Minidiscus	no_hit
ASV_164	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Peridiniaceae	Scrippsiella	no_hit
ASV_165	Eukaryota	no_hit	Ciliophora	Spirotrichea	unknown	Tontoniidae	Pseudotontonia	Pseudotontonia sp. JG-2011a
ASV_166	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	Synchaeta grimpei
ASV_167	Eukaryota	no_hit	unknown	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	no_hit
ASV_168	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_169	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	no_hit
ASV_170	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	no_hit	no_hit
ASV_171	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Calocalanidae	Calocalanus	no_hit
ASV_172	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	no_hit	no_hit	no_hit
ASV_173	Eukaryota	no_hit	Haptophyta	unknown	Isochrysidales	Noelaerhabdaceae	no_hit	no_hit
ASV_174	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Stramenopiles sp. MAST-4A-sp1
ASV_175	Eukaryota	Viridiplantae	Chlorophyta	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_176	Eukaryota	no_hit	unknown	Acantharea	Chaunacanthida	Gigartacontidae	Gigartacon	Gigartacon muelleri
ASV_177	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_178	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH144-EKD3
ASV_179	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_180	Eukaryota	Metazoa	Rotifera	Eurotatoria	Ploima	Synchaetidae	Synchaeta	no_hit
ASV_181	Eukaryota	no_hit	Cercozoa	unknown	unknown	unknown	Rhabdamoeba	Rhabdamoeba marina
ASV_182	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_183	Eukaryota	no_hit	unknown	Dinophyceae	Coccidiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium sp. Atlantic
ASV_184	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH145-EKD20
ASV_185	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_186	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Warnowiaceae	Proterythropsis	no_hit
ASV_187	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_188	Eukaryota	no_hit	Ciliophora	Spirotrichea	no_hit	no_hit	no_hit	no_hit
ASV_189	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	no_hit
ASV_190	Eukaryota	Metazoa	Platyhelminthes	Catenulida	unknown	Stenostomidae	Stenostomum	no_hit
ASV_191	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_192	Eukaryota	no_hit	unknown	Dinophyceae	Coccidiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium sp. Atlantic
ASV_193	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Calocalanidae	Calocalanus	no_hit
ASV_194	Eukaryota	Metazoa	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	no_hit	no_hit
ASV_195	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	no_hit
ASV_196	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11023
ASV_197	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_198	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_199	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Peridiniaceae	Pentapharsodinium	no_hit
ASV_200	Eukaryota	no_hit	unknown	Dinophyceae	unknown	unknown	unknown	Thecate dinoflagellate UDTSW0701
ASV_201	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Terebellidae	Lysilla	Lysilla sp. THS-2012
ASV_202	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH147-EKD16
ASV_203	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Kareniaceae	Takayama	Takayama cf. pulchellum
ASV_204	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_205	Eukaryota	no_hit	unknown	Choanoflagellata	Acanthoecida	Stephanoecidae	Calliacantha	Calliacantha natans
ASV_206	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	no_hit
ASV_207	Eukaryota	no_hit	unknown	Choanoflagellata	no_hit	no_hit	no_hit	no_hit
ASV_208	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Poales	Poaceae	no_hit	no_hit
ASV_209	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_210	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Pandeidae	Leuckartiara	Leuckartiara octona
ASV_211	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_212	Eukaryota	no_hit	Ciliophora	Prostomatea	Prorodontida	Colepidae	Tiarina	no_hit
ASV_213	Eukaryota	no_hit	unknown	Polycystinea	Collodaria	Collozoidae	Cladococcus	Cladococcus viminalis
ASV_214	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH148-EKD22
ASV_215	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_216	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Hemidiscaceae	Actinocyclus	Actinocyclus curvatulus
ASV_217	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_218	Eukaryota	no_hit	unknown	Dinophyceae	Coccidiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium sp. Atlantic
ASV_219	Eukaryota	no_hit	unknown	Acantharea	Chaunacanthida	unknown	unknown	Chaunacanthid sp. 6200
ASV_220	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Amphilothaceae	Achradina	Achradina pulchra
ASV_221	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_222	Eukaryota	no_hit	unknown	Choanoflagellata	Craspedida	Salpingoecidae	Bicosta	Bicosta minor
ASV_223	Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria <tunicates>	Fritillaria borealis
ASV_224	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_225	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	phototrophic eukaryote
ASV_226	Eukaryota	no_hit	unknown	Choanoflagellata	Acanthoecida	Stephanoecidae	Diaphanoeca	Diaphanoeca undulata
ASV_227	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Podolampaceae	Lessardia	Lessardia elongata
ASV_228	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_229	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	no_hit	no_hit
ASV_230	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	no_hit	no_hit	no_hit
ASV_231	Eukaryota	no_hit	Oomycota	unknown	Lagenidiales	Haliphthoraceae	Haliphthoros	no_hit
ASV_232	Eukaryota	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	Strombidium caudispina
ASV_233	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_234	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_235	Eukaryota	no_hit	unknown	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Teleaulax	Teleaulax amphioxeia
