#ASV	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_3038	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3039	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3040	Eukaryota	Metazoa	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	Conchoecia	Conchoecia sp. SN008
ASV_3041	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3042	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 21sb RG-2016
ASV_3043	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_3044	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3045	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3046	Eukaryota	no_hit	unknown	Polycystinea	no_hit	no_hit	no_hit	no_hit
ASV_3047	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3048	Eukaryota	no_hit	unknown	Dinophyceae	Blastodiniales	unknown	Blastodinium	no_hit
ASV_3049	Eukaryota	no_hit	Endomyxa	unknown	Vampyrellida	Vampyrellidae	no_hit	no_hit
ASV_3050	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3051	Eukaryota	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	Pterosperma cristatum
ASV_3052	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3053	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3054	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3055	Eukaryota	no_hit	Ciliophora	Spirotrichea	no_hit	no_hit	no_hit	no_hit
ASV_3056	Eukaryota	no_hit	Ciliophora	Oligohymenophorea	Philasterida	Cinetochilidae	Platynematum	no_hit
ASV_3057	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3058	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_3059	Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Fritillariidae	Fritillaria <tunicates>	Fritillaria borealis
ASV_3060	Eukaryota	no_hit	Ciliophora	Oligohymenophorea	Apostomatida	Foettingeriidae	Gymnodinioides	Gymnodinioides pitelkae
ASV_3061	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3062	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3063	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3064	Eukaryota	no_hit	Imbricatea	unknown	Thaumatomonadida	Thaumatomastigidae	Protaspis	no_hit
ASV_3065	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3066	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3067	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3068	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3069	Eukaryota	no_hit	unknown	Dinophyceae	Coccidiniales	Chytriodiniaceae	Chytriodinium	Chytriodinium sp. Atlantic
ASV_3070	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3071	Eukaryota	no_hit	unknown	Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella glacialis
ASV_3072	Eukaryota	no_hit	unknown	Dinophyceae	Dinophysiales	Dinophysiaceae	Dinophysis	Dinophysis acuminata
ASV_3073	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3074	Eukaryota	no_hit	unknown	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	no_hit
ASV_3075	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	no_hit
ASV_3076	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus prasinos
ASV_3077	Eukaryota	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	no_hit	no_hit
ASV_3078	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3079	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11261
ASV_3080	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_3081	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3082	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3083	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3084	Eukaryota	no_hit	unknown	unknown	Telonemida	unknown	Telonema	no_hit
ASV_3085	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_3086	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3087	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Terebellidae	no_hit	no_hit
ASV_3088	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	no_hit
ASV_3089	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3090	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Ceratoperidiniaeceae	Kirithra	Kirithra sigma
ASV_3091	Eukaryota	no_hit	unknown	Chrysophyceae	unknown	unknown	Segregatospumella	no_hit
ASV_3092	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_3093	Eukaryota	no_hit	unknown	unknown	Telonemida	unknown	Telonema	no_hit
ASV_3094	Eukaryota	no_hit	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Spiniferites	Spiniferites ramosus
ASV_3095	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3096	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3097	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3098	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_3099	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Eutimidae	Tima	Tima bairdii
ASV_3100	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_3101	Eukaryota	no_hit	Cercozoa	unknown	unknown	unknown	unknown	Cercozoa sp. CC-2009d
ASV_3102	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium denticulatum
ASV_3103	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3104	Eukaryota	no_hit	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae	Pelagostrobilidium	no_hit
ASV_3105	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH147-EKD16
ASV_3106	Eukaryota	no_hit	Ciliophora	Oligohymenophorea	Pleuronematida	Conchophthiridae	Conchophthirus	no_hit
ASV_3107	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3108	Eukaryota	no_hit	unknown	Polycystinea	Nassellaria	Artostrobiidae	Botryostrobus	Botryostrobus auritus-australis
ASV_3109	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3110	Eukaryota	no_hit	unknown	Chrysophyceae	Chromulinales	Dinobryaceae	Dinobryon	no_hit
ASV_3111	Eukaryota	Viridiplantae	Chlorophyta	Mamiellophyceae	Dolichomastigales	Crustomastigaceae	Crustomastix	Crustomastix stigmatica
ASV_3112	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3113	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_3114	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3115	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_3116	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 27 RG-2016
ASV_3117	Eukaryota	no_hit	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	no_hit
ASV_3118	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3119	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3120	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11261
ASV_3121	Eukaryota	no_hit	unknown	unknown	Pirsoniales	unknown	Pirsonia	Pirsonia guinardiae
ASV_3122	Eukaryota	no_hit	Bacillariophyta	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3123	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3124	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	no_hit
ASV_3125	Eukaryota	no_hit	Haptophyta	unknown	Isochrysidales	Noelaerhabdaceae	no_hit	no_hit
ASV_3126	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3127	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Harpacticoida	Ectinosomatidae	Microsetella	Microsetella rosea
ASV_3128	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_3129	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3130	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3131	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Diplopsaliaceae	Diplopsalopsis	Diplopsalopsis bomba
ASV_3132	Eukaryota	no_hit	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	no_hit
ASV_3133	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Ceratoperidiniaeceae	Kirithra	Kirithra sigma
ASV_3134	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3135	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_3136	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3137	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3138	Eukaryota	no_hit	Bacillariophyta	Mediophyceae	Hemiaulales	Hemiaulaceae	Hemiaulus	Hemiaulus sinensis
ASV_3139	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3140	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3141	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3142	Eukaryota	Fungi	Ascomycota	Dothideomycetes	Dothideales	no_hit	no_hit	no_hit
ASV_3143	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3144	Eukaryota	no_hit	Bacillariophyta	Fragilariophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3145	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3146	Eukaryota	Metazoa	Arthropoda	Malacostraca	Cumacea	Leuconidae	Eudorella	Eudorella hirsuta
ASV_3147	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 9sb RG-2016
ASV_3148	Eukaryota	no_hit	Ciliophora	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3149	Eukaryota	no_hit	unknown	Polycystinea	no_hit	no_hit	no_hit	no_hit
ASV_3150	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium conicum
ASV_3151	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3152	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3153	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_3154	Eukaryota	no_hit	unknown	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Teleaulax	Teleaulax amphioxeia
ASV_3155	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3156	Eukaryota	no_hit	Cercozoa	Thecofilosea	unknown	unknown	Mataza	Mataza hastifera
ASV_3157	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3158	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 27 RG-2016
ASV_3159	Eukaryota	no_hit	Ciliophora	Oligohymenophorea	Philasterida	Cinetochilidae	Cinetochilum	Cinetochilum ovale
ASV_3160	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3161	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH144-EKD3
ASV_3162	Eukaryota	no_hit	Ciliophora	Spirotrichea	no_hit	no_hit	no_hit	no_hit
ASV_3163	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3164	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	no_hit	no_hit	no_hit
ASV_3165	Eukaryota	no_hit	unknown	Bigyra	Thraustochytrida	Thraustochytriaceae	Thraustochytrium	Thraustochytrium multirudimentale
ASV_3166	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	no_hit	no_hit	no_hit
ASV_3167	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora	no_hit
ASV_3168	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_3169	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH145-EKD10
ASV_3170	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3171	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_3172	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3173	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3174	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_3175	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	no_hit
ASV_3176	Eukaryota	no_hit	unknown	Polycystinea	Collodaria	Sphaerozoidae	Collozoum	Collozoum amoeboides
ASV_3177	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3178	Eukaryota	Viridiplantae	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pterosperma	Pterosperma cristatum
ASV_3179	Eukaryota	Metazoa	Chordata	Appendicularia	Copelata	Oikopleuridae	no_hit	no_hit
ASV_3180	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3181	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_3182	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_3183	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Mastogloiales	Achnanthaceae	Achnanthes	no_hit
ASV_3184	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3185	Eukaryota	no_hit	unknown	Cryptophyceae	Pyrenomonadales	Pyrenomonadaceae	Storeatula	Storeatula major
ASV_3186	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 1sb RG-2016
ASV_3187	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium punctulatum
ASV_3188	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3189	Eukaryota	no_hit	unknown	Dinophyceae	Blastodiniales	unknown	Blastodinium	Blastodinium mangini
ASV_3190	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3191	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_3192	Eukaryota	Metazoa	Ctenophora	Tentaculata	no_hit	no_hit	no_hit	no_hit
ASV_3193	Eukaryota	no_hit	unknown	Bigyra	Thraustochytrida	Thraustochytriaceae	Phycophthorum	Phycophthorum isakeiti
ASV_3194	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3195	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	no_hit	no_hit
ASV_3196	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3197	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 27 RG-2016
ASV_3198	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 21sb RG-2016
ASV_3199	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3200	Eukaryota	no_hit	Ciliophora	Spirotrichea	no_hit	no_hit	no_hit	no_hit
ASV_3201	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH148-EKD14
ASV_3202	Eukaryota	no_hit	unknown	Bigyra	Oblongichytrida	unknown	Oblongichytrium	no_hit
ASV_3203	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3204	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 1sb RG-2016
ASV_3205	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Duboscquellidae	Duboscquella	no_hit
ASV_3206	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3207	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3208	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	no_hit	no_hit	no_hit
ASV_3209	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros sp. UNC1414
ASV_3210	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3211	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3212	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_3213	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3214	Eukaryota	no_hit	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Alexandrium	no_hit
ASV_3215	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_3216	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium crassipes
ASV_3217	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3218	Eukaryota	no_hit	Apicomplexa	Conoidasida	Eucoccidiorida	Dactylosomatidae	no_hit	no_hit
ASV_3219	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11005
ASV_3220	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 27 RG-2016
ASV_3221	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_3222	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_3223	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_3224	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium rubrum
ASV_3225	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3226	Eukaryota	Metazoa	Chordata	Thaliacea	Salpida	Salpidae	unknown	Salpidae gen. nov. sp. nov. A AG-2011
ASV_3227	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_3228	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3229	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_3230	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_3231	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3232	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH145-EKD20
ASV_3233	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	Hematodinium sp. ex Crangon crangon
ASV_3234	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Ellobiopsidae	Ellobiopsis	Ellobiopsis chattonii
ASV_3235	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3236	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3237	Eukaryota	no_hit	Ciliophora	Colpodea	unknown	unknown	unknown	Uncultured marine colpodean ciliate DH147-EKD23
ASV_3238	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3239	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11010
ASV_3240	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_3241	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Tovelliaceae	Esoptrodinium	Esoptrodinium sp. HP
ASV_3242	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH147-EKD6
ASV_3243	Eukaryota	no_hit	unknown	Pelagophyceae	unknown	unknown	unknown	Coccoid pelagophyte CCMP1395
ASV_3244	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH147-EKD6
ASV_3245	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3246	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3247	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3248	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3249	Eukaryota	no_hit	unknown	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	no_hit
ASV_3250	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Peridiniopsidaceae	Palatinus	Palatinus apiculatus
ASV_3251	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_3252	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	no_hit
ASV_3253	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3254	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris
ASV_3255	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3256	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3257	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_3258	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	no_hit	no_hit	no_hit
ASV_3259	Eukaryota	no_hit	Ciliophora	Spirotrichea	no_hit	no_hit	no_hit	no_hit
ASV_3260	Eukaryota	no_hit	Ciliophora	Oligohymenophorea	Philasterida	Cinetochilidae	Cinetochilum	Cinetochilum ovale
ASV_3261	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3262	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium punctulatum
ASV_3263	Eukaryota	no_hit	Ciliophora	Oligohymenophorea	Philasterida	Cinetochilidae	Pseudoplatynematum	Pseudoplatynematum denticulatum
ASV_3264	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3265	Eukaryota	no_hit	Ciliophora	Prostomatea	Prorodontida	no_hit	no_hit	no_hit
ASV_3266	Eukaryota	no_hit	unknown	Choanoflagellata	no_hit	no_hit	no_hit	no_hit
ASV_3267	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3268	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_3269	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3270	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Coscinodiscales	Coscinodiscaceae	Stellarima	Stellarima microtrias
ASV_3271	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_3272	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_3273	Eukaryota	no_hit	unknown	Choanoflagellata	Acanthoecida	Stephanoecidae	Diaphanoeca	Diaphanoeca grandis
ASV_3274	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_3275	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_3276	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11005
ASV_3277	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Cochlodinium	no_hit
ASV_3278	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
