#ASV	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_891	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Pseudocalanus	Pseudocalanus newmani
ASV_892	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 1sb RG-2016
ASV_893	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_894	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_895	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_896	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_897	Eukaryota	no_hit	Cercozoa	Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissura	Ventrifissura sp. SRT122
ASV_898	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_899	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	Pyrostephidae	Bargmannia	Bargmannia amoena
ASV_900	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	eukaryote clone OLI11012
ASV_901	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_902	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_903	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH145-EKD20
ASV_904	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_905	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_906	Eukaryota	no_hit	Cercozoa	Chlorarachniophyceae	unknown	unknown	Minorisa	Minorisa sp. SRT710
ASV_907	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_908	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_909	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Cirratulidae	no_hit	no_hit
ASV_910	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_911	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Trachymedusae	Rhopalonematidae	Aglantha	Aglantha digitale
ASV_912	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_913	Eukaryota	no_hit	unknown	Bigyra	Nanomonadea	unknown	Incisomonas	Incisomonas marina
ASV_914	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_915	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_916	Eukaryota	no_hit	Discosea	Flabellinia	Dactylopodida	Paramoebidae	no_hit	no_hit
ASV_917	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_918	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group II DH148-EKD27
ASV_919	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Akashiwo	Akashiwo sanguinea
ASV_920	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_921	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_922	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_923	Eukaryota	no_hit	Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	Cryptosporidium andersoni
ASV_924	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	no_hit
ASV_925	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_926	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_927	Eukaryota	no_hit	Imbricatea	unknown	Thaumatomonadida	Thaumatomastigidae	Protaspis	no_hit
ASV_928	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH145-EKD10
ASV_929	Eukaryota	no_hit	Cercozoa	unknown	unknown	Massisteriidae	Massisteria	no_hit
ASV_930	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_931	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_932	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_933	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_934	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_935	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Duboscquellidae	Duboscquella	no_hit
ASV_936	Eukaryota	no_hit	unknown	Bolidophyceae	Parmales	Triparmaceae	Triparma	Triparma pacifica
ASV_937	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 13 RG-2016
ASV_938	Eukaryota	no_hit	Cercozoa	Thecofilosea	Phaeogromida	Medusettidae	Gazelletta	Gazelletta kashiwaensis
ASV_939	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	no_hit
ASV_940	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_941	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_942	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_943	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_944	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_945	Eukaryota	no_hit	Ciliophora	Spirotrichea	Tintinnida	Tintinnidae	Salpingella	no_hit
ASV_946	Eukaryota	no_hit	unknown	Dinophyceae	Dinophysiales	Dinophysiaceae	Dinophysis	Dinophysis acuminata
ASV_947	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_948	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	no_hit	no_hit	no_hit
ASV_949	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_950	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_951	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_952	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Stramenopiles sp. MAST-1C-sp1
ASV_953	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_954	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_955	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Rhizosoleniales	Rhizosoleniaceae	Guinardia	Guinardia striata
ASV_956	Eukaryota	no_hit	unknown	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax polygramma
ASV_957	Eukaryota	no_hit	Imbricatea	unknown	Marimonadida	unknown	Pseudopirsonia	Pseudopirsonia mucosa
ASV_958	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	no_hit
ASV_959	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_960	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_961	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium depressum
ASV_962	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_963	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_964	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_965	Eukaryota	no_hit	unknown	Dinophyceae	unknown	unknown	unknown	Dinophyceae sp. UDMS0803
ASV_966	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Syndiniaceae	Hematodinium	Hematodinium sp. ex Crangon crangon
ASV_967	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	no_hit	no_hit
ASV_968	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH148-EKD22
ASV_969	Eukaryota	no_hit	Ciliophora	unknown	unknown	unknown	Cryptocaryon	no_hit
ASV_970	Eukaryota	no_hit	Ciliophora	Spirotrichea	Tintinnida	Codonellidae	Tintinnopsis	no_hit
ASV_971	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_972	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_973	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_974	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_975	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Pfiesteriaceae	Pfiesteria	no_hit
ASV_976	Eukaryota	no_hit	Ciliophora	Spirotrichea	Choreotrichida	Strombidinopsidae	Strombidinopsis	no_hit
ASV_977	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_978	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_979	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_980	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_981	Eukaryota	no_hit	unknown	Polycystinea	no_hit	no_hit	no_hit	no_hit
ASV_982	Eukaryota	no_hit	Ciliophora	Spirotrichea	Tintinnida	no_hit	no_hit	no_hit
ASV_983	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_984	Eukaryota	no_hit	Ciliophora	Oligohymenophorea	Philasterida	Loxocephalidae	Kariphilus	Kariphilus muscorum
ASV_985	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_986	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_987	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_988	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Pfiesteriaceae	no_hit	no_hit
ASV_989	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_990	Eukaryota	no_hit	Cercozoa	Thecofilosea	unknown	unknown	Mataza	Mataza hastifera
ASV_991	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 1sb RG-2016
ASV_992	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_993	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia delicatissima
ASV_994	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_995	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_996	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_997	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_998	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_999	Eukaryota	Metazoa	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1000	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_1001	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_1002	Eukaryota	no_hit	Haptophyta	unknown	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis cordata
ASV_1003	Eukaryota	no_hit	Ciliophora	Spirotrichea	Choreotrichida	Strombidinopsidae	Strombidinopsis	Strombidinopsis sp. NSMS0601
ASV_1004	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1005	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH145-EKD10
ASV_1006	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_1007	Eukaryota	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	Spirostrombidium	Spirostrombidium agathae
ASV_1008	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1009	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_1010	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_1011	Eukaryota	Metazoa	Cnidaria	Hydrozoa	Narcomedusae	Aeginidae	Aegina	Aegina citrea
ASV_1012	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Harpacticoida	Ameiridae	Ameira	Ameira scotti
ASV_1013	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_1014	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_1015	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1016	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Polykrikos	Polykrikos sp. EP-2016a
ASV_1017	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1018	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 1sb RG-2016
ASV_1019	Eukaryota	no_hit	unknown	Dinophyceae	Blastodiniales	unknown	Blastodinium	no_hit
ASV_1020	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium conicum
ASV_1021	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_1022	Eukaryota	no_hit	unknown	Polycystinea	no_hit	no_hit	no_hit	no_hit
ASV_1023	Eukaryota	no_hit	Imbricatea	unknown	Thaumatomonadida	Thaumatomastigidae	Protaspis	Protaspis sp. CC-2009a
ASV_1024	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Kareniaceae	Takayama	Takayama cf. pulchellum
ASV_1025	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1026	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 1sb RG-2016
ASV_1027	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1028	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1029	Eukaryota	no_hit	unknown	Cryptophyceae	no_hit	no_hit	no_hit	no_hit
ASV_1030	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_1031	Eukaryota	Metazoa	Ctenophora	Nuda	Beroida	Beroidae	Beroe	Beroe abyssicola
ASV_1032	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_1033	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Amphilothaceae	Achradina	Achradina pulchra
ASV_1034	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned	unassigned
ASV_1035	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_1036	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_1037	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Ellobiopsidae	Ellobiopsis	Ellobiopsis chattonii
ASV_1038	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH147-EKD18
ASV_1039	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_1040	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1041	Eukaryota	no_hit	unknown	Bigyra	unknown	Pseudophyllomitidae	Pseudophyllomitus	Pseudophyllomitus vesiculosus
ASV_1042	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_1043	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	no_hit
ASV_1044	Eukaryota	no_hit	unknown	Dinophyceae	Blastodiniales	unknown	Blastodinium	no_hit
ASV_1045	Eukaryota	no_hit	Ciliophora	Prostomatea	Prorodontida	Urotrichidae	Urotricha	no_hit
ASV_1046	Eukaryota	no_hit	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	no_hit
ASV_1047	Eukaryota	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	Strombidium sp. JG-2011a
ASV_1048	Eukaryota	no_hit	unknown	Bigyra	Bicosoecida	Cafeteriaceae	Pseudobodo	no_hit
ASV_1049	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH145-EKD10
ASV_1050	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1051	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1052	Eukaryota	Metazoa	Annelida	Polychaeta	unknown	Paraonidae	Aricidea	no_hit
ASV_1053	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_1054	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1055	Eukaryota	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	no_hit	no_hit
ASV_1056	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 27 RG-2016
ASV_1057	Eukaryota	no_hit	unknown	Bolidophyceae	Parmales	Triparmaceae	Bolidomonas	Bolidomonas mediterranea
ASV_1058	Eukaryota	Viridiplantae	Chlorophyta	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1059	Eukaryota	no_hit	unknown	Dictyochophyceae	Pedinellales	unknown	Pedinella	Pedinella sp. squamata
ASV_1060	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1061	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Poecilostomatoida	Oncaeidae	Oncaea	no_hit
ASV_1062	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1063	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_1064	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Ellobiopsidae	Thalassomyces	Thalassomyces sp. JDS-2003
ASV_1065	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_1066	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1067	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	no_hit
ASV_1068	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1069	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Peridiniaceae	Pentapharsodinium	Pentapharsodinium tyrrhenicum
ASV_1070	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1071	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1072	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	no_hit	no_hit	no_hit
ASV_1073	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1074	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1075	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1076	Eukaryota	no_hit	unknown	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium monovelum
ASV_1077	Eukaryota	no_hit	unknown	Dinophyceae	Dinophysiales	Dinophysiaceae	Dinophysis	Dinophysis acuminata
ASV_1078	Eukaryota	no_hit	unknown	unknown	Telonemida	unknown	Telonema	no_hit
ASV_1079	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1080	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	Hemistasiidae	Hemistasia	Hemistasia phaeocysticola
ASV_1081	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine picoeukaryote
ASV_1082	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1083	Eukaryota	no_hit	Cercozoa	Thecofilosea	Cryomonadida	Protaspidae	Cryothecomonas	Cryothecomonas longipes
ASV_1084	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_1085	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1086	Eukaryota	no_hit	unknown	unknown	Pirsoniales	unknown	Pirsonia	Pirsonia formosa
ASV_1087	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_1088	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Leptocylindrales	Leptocylindraceae	Leptocylindrus	Leptocylindrus hargravesii
ASV_1089	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1090	Eukaryota	no_hit	unknown	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_1091	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1092	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	no_hit	no_hit	no_hit
ASV_1093	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_1094	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Duboscquellidae	Duboscquella	no_hit
ASV_1095	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Cochlodinium	no_hit
ASV_1096	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1097	Eukaryota	Metazoa	Arthropoda	Hexanauplia	Calanoida	Clausocalanidae	Clausocalanus	no_hit
ASV_1098	Eukaryota	Metazoa	Platyhelminthes	Trematoda	Strigeidida	Aporocotylidae	Aporocotyle	Aporocotyle spinosicanalis
ASV_1099	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1100	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium fuscum
ASV_1101	Eukaryota	Metazoa	Annelida	Polychaeta	Phyllodocida	Nephtyidae	no_hit	no_hit
ASV_1102	Eukaryota	no_hit	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	no_hit
ASV_1103	Eukaryota	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1104	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_1105	Eukaryota	no_hit	unknown	Bigyra	no_hit	no_hit	no_hit	no_hit
ASV_1106	Eukaryota	Metazoa	Annelida	Polychaeta	Terebellida	Terebellidae	no_hit	no_hit
ASV_1107	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH145-EKD10
ASV_1108	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Kareniaceae	Takayama	Takayama cf. pulchellum
ASV_1109	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 37 RG-2016
ASV_1110	Eukaryota	no_hit	Bacillariophyta	Bacillariophyceae	Naviculales	Pleurosigmataceae	Pleurosigma	no_hit
ASV_1111	Eukaryota	no_hit	Euglenozoa	unknown	Diplonemea	unknown	unknown	Diplonemida sp. 1sb RG-2016
ASV_1112	Eukaryota	no_hit	unknown	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	no_hit
ASV_1113	Eukaryota	no_hit	Haptophyta	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1114	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	Uncultured marine alveolate Group I DH147-EKD18
ASV_1115	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1116	Eukaryota	no_hit	Ciliophora	Oligohymenophorea	no_hit	no_hit	no_hit	no_hit
ASV_1117	Eukaryota	Metazoa	Cnidaria	Anthozoa	Ceriantharia	Cerianthidae	Pachycerianthus	Pachycerianthus fimbriatus
ASV_1118	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Akashiwo	Akashiwo sanguinea
ASV_1119	Eukaryota	no_hit	unknown	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	no_hit
ASV_1120	Eukaryota	no_hit	unknown	Polycystinea	Spumellaria	no_hit	no_hit	no_hit
ASV_1121	Eukaryota	no_hit	Ciliophora	Oligohymenophorea	Philasterida	no_hit	no_hit	no_hit
ASV_1122	Eukaryota	no_hit	Ciliophora	Oligohymenophorea	Philasterida	Cinetochilidae	Platynematum	no_hit
ASV_1123	Eukaryota	no_hit	unknown	Polycystinea	no_hit	no_hit	no_hit	no_hit
ASV_1124	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_1125	Eukaryota	Metazoa	Ctenophora	Tentaculata	no_hit	no_hit	no_hit	no_hit
ASV_1126	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_1127	Eukaryota	no_hit	unknown	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Polykrikos	Polykrikos sp. EP-2016a
ASV_1128	Eukaryota	no_hit	unknown	unknown	unknown	unknown	unknown	uncultured marine eukaryote
ASV_1129	Eukaryota	no_hit	unknown	Choanoflagellata	Acanthoecida	Stephanoecidae	Didymoeca	Didymoeca costata
ASV_1130	Eukaryota	no_hit	unknown	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_1131	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
