#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_6377	Metazoa	Cnidaria	Hydrozoa	Narcomedusae	Cuninidae	g_	s_
ASV_6378	Metazoa	Arthropoda	Branchiopoda	Diplostraca	Podonidae	Evadne	Evadne nordmanni
ASV_6379	no_hit	unknown	Bigyra	Thraustochytrida	Thraustochytriaceae	g_	s_
ASV_6380	no_hit	unknown	Polycystinea	Spumellaria	no_hit	g_	s_
ASV_6381	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_6382	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	s_
ASV_6383	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_6384	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6385	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6386	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_6387	no_hit	Ciliophora	Spirotrichea	unknown	Strombidiidae	Strombidium	s_
ASV_6388	no_hit	Ciliophora	no_hit	no_hit	no_hit	g_	s_
ASV_6389	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	no_hit
ASV_6390	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	s_
ASV_6391	no_hit	Dinophyceae	Dinophyceae	no_hit	no_hit	no_hit	s_
ASV_6392	no_hit	Ciliophora	Colpodea	unknown	unknown	g_	s_
ASV_6393	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Protoperidiniaceae	Islandinium	s_
ASV_6394	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6395	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6396	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_6397	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_6398	Viridiplantae	Prasinodermophyta	Prasinodermophyceae	Prasinodermales	Prasinodermaceae	g_	s_
ASV_6399	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_6400	Metazoa	Arthropoda	Hexanauplia	Cyclopoida	Oithonidae	Oithona	s_
ASV_6401	no_hit	unknown	unknown	unknown	unknown	g_	s_
ASV_6402	no_hit	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Fragilariopsis	no_hit
ASV_6403	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_6404	no_hit	unknown	unknown	unknown	unknown	unknown	s_
