#OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_7909	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_7911	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_7913	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_7918	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	no_hit
ASV_7919	no_hit	Dinophyceae	Dinophyceae	Peridiniales	Peridiniaceae	g_	s_
ASV_7920	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7923	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7924	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_7926	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7927	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Syndiniaceae	g_	s_
ASV_7928	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	no_hit
ASV_7930	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	no_hit
ASV_7931	no_hit	no_hit	no_hit	no_hit	no_hit	g_	s_
ASV_7932	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	s_
ASV_7934	no_hit	Dinophyceae	Dinophyceae	Gymnodiniales	Gymnodiniaceae	g_	s_
ASV_7938	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit
ASV_7939	no_hit	Foraminifera	unknown	unknown	unknown	g_	s_
ASV_7941	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	s_
ASV_7942	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
ASV_7943	no_hit	Euglenozoa	unknown	Diplonemea	unknown	g_	s_
ASV_7946	no_hit	Dinophyceae	Dinophyceae	Gonyaulacales	Amphidomataceae	g_	s_
ASV_7949	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	s_
ASV_7953	Metazoa	Arthropoda	Hexanauplia	Calanoida	Paracalanidae	Paracalanus	no_hit
ASV_7955	Metazoa	Arthropoda	Hexanauplia	Calanoida	Metridinidae	no_hit	no_hit
ASV_7959	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	g_	s_
ASV_7960	Metazoa	Arthropoda	Ostracoda	Halocyprida	Halocyprididae	g_	s_
ASV_7961	no_hit	no_hit	no_hit	no_hit	no_hit	no_hit	s_
ASV_7963	no_hit	Dinophyceae	Dinophyceae	Syndiniales	no_hit	no_hit	no_hit
ASV_7966	no_hit	Dinophyceae	Dinophyceae	Syndiniales	Amoebophryaceae	g_	s_
